user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_recall
What support services are available to PGRs?,"['Research Degrees , towards the final viva voce examination •providing adjustments which should include planning ahead and taking a strategic approach to addressing any barriers that could potentially impede progression •signposting the PGR to the Student Support and Engagement Co -ordinators based in each faculty who can support the PGR if they have wellbeing issues. Student Wellbeing can also be a useful point of contact for any external mental health services provided by Dorset Healthcare Trust •attending relevant training to ensure their knowledge and understanding of issues facing PGRs with a disability is current •contacting ALS for additional advice if', 'allocated, appropriate 1:1 study support or mentoring that is non -subject specific. The provision is disability -specific and is provided by well -qualified, experienced teachers who are cognisant of the academic skills required at Doctoral level •provide non -subject specific, disability -based learning support and advise on potential funding. 2.2 Postgraduate Researchers (PGRs) are individually responsible for ensuring that disclosure is made. There is no legal requirement to disclose a disability but if no disclosure is made then adjustments cannot be considered . PGRs with a disability and who do not disclose are putting themselves at considerable disadvantage. 2.3 Supervisors', 'interlibrary requests, and reference management tools); study spaces; and helpful advice to support PGRs in their learning and research. Library | Bournemouth University Contacts for 1 -2-1 & subject specialist advice: •HSSlibteam@bournemouth.ac.ukResearch Development and Culture Facilitation of the Researcher Development Programme Organisation of the Annual PG Research Conference & other academic events Development of Research Community Advancing PG Research Culture Postgraduate Research Administration Administration of PGRs throughout Monitoring PGR progression Arrangements of PGR milestone reviews Auditing PGR engagement Support for faculty PGR community Advice for PGRs, Supervisors & DDs Admissions & Awards Responding to research degree enquiries Administration of research', '10 3 PGR ROLES AND RESPONSIBILITIES ................................ ................................ ................................ ......................... 12 3.1 ROLES AND RESPONSIBILITIES ................................ ................................ ................................ ................................ ......... 12 3.1.1. All PGRs ................................ ................................ ................................ ................................ ................................ ................. 12 3.1.2. PGRs requiring additional learning support ................................ ................................ ................................ ............... 12 3.1.3. PGRs studying on student visas ................................ ................................ ................................ ................................ ..... 12 3.1.4. PGR engagement ................................ ................................ ................................ ................................ ................................ 13 3.2 EXPECTED HOURS OF STUDY ................................ ................................ ................................ ................................ ............ 13 3.3 ANNUAL LEAVE ................................ ................................ ................................ ................................ ................................ ....... 14 3.4 PAYMENT OF FEES ................................ ................................ ................................ ................................ ................................ . 14 3.5 BU STUDENTSHIPS ................................ ................................', 'of issues facing PGRs with a disability is current •contacting ALS for additional advice if required. Supervisors should also consider any presentations that the PGR is likely to make and to agree any appropriate actions, on a case -by-case basis. These adjustments will be different per PGR as they are individualised. Agreements from these discussions should be formally recorded via the Student Adjustment Information (SAI) and the following carried out: •signpost to ALS support, if not already being accessed 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 82 •signpost to ALS for funding information: Disabled']","Postgraduate Researchers (PGRs) have access to several support services, including:

1. **Student Support and Engagement Coordinators** in each faculty for wellbeing issues.
2. **Student Wellbeing Services** for external mental health support from Dorset Healthcare Trust.
3. **1:1 Study Support or Mentoring** provided by qualified teachers through ALS, specifically for PGRs with disabilities.
4. **Library Services** for interlibrary requests, reference management tools, and subject-specific advice.
5. **Research Development Programme** offering events like the Annual PG Research Conference and fostering a research community.
6. **Postgraduate Research Administration** involving monitoring progression, milestone reviews, and engagement support.

Additionally, PGRs are encouraged to engage with the ALS for advice on adjustments and potential funding related to their disability support needs.","BU offers support services for PGRs, including library services (e.g., study spaces, research resources), IT support, professional development workshops, and faculty librarians, ensuring accessibility for all students, including part-time or remote learners.",0.875,0.920756183448917,0.25
What is the role of the independent chair in a viva voce?,"['chair is purely procedural and non -examining, and they should ensure that the viva voce examination is conducted in an appropriate manner, in accordance with the CoP, ensuring fairness and consistency throughout. The independent chair will also provide an additional viewpoint if the conduct of the viva voce examination should become the subject of a PGR’s appeal. The roles and responsibilities of the independent chair are set out in Section 5.2.2. 5.2.2. Role and Responsibilities of the Independent Chair The role and responsibilities of the independent chair are primarily: •to safeguard the PGR’s interests, to ensure they are treated fairly', 'independent chair are primarily: •to safeguard the PGR’s interests, to ensure they are treated fairly •to ensure regulations and procedures are adhered to and that a permanent record of the proceedings is produced •to ensure that the examination is being conducted at the appropriate level for the award (e.g. MRes, MPhil, Doctoral) •to have ultimate responsibility for the way in which the viva voce examination is conducted, and for the completion of the associated paperwork, until the award is made. In addition, the independent chair should: •have knowledge of and provide accurate information and guidance on regulations and procedures of', 'the “independent” status, the chair must not have had prior involvement with the PGR either in a supervisory or advisory capacity during their research but may be from within the same faculty. Similarly, to ensure independency, the chair would not normally be closely associated with the supervisory team or internal examiners. Members of BU staff must have an independent chair appointed from outside their own faculty. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 23 The role of the independent chair is purely procedural and non -examining, and they should ensure that the viva voce', 'by the independent chair to clarify a particular point for the PGR during the viva voce examination • must withdraw from the examination prior to the deliberations of the examiners on the outcome. If the supervisory team is not in attendance at the viva voce examination, they should be contactable during the examination so the examiners may seek clarification on any specific issue. 12.3 EXAMINATION OF THE THESIS 12.3.1. The Examination Procedure The examination of a research degree thesis has two key stages: • the preliminary assessment • the defence by oral examination – the viva voce examination . 8A', 'The viva voce examination will normally be held online, in line with the guidelines, with the following persons present: •PGR •Independent chair •External examiner(s) •Internal examiner •Supervisor(s) may also attend. The faculty may give approval for the examination to take place in person. Under normal circumstances the viva voce examination will not be recorded. The PGR will be required to withdraw from the proceedings in the company of their supervisor(s) (if present), whilst the outcome is deliberated. On return, the PGR will be informed verbally by the independent chair, or examiners, of the examiners’ recommendations for the outcome of the']","The role of the independent chair in a viva voce examination is to safeguard the PGR's interests and ensure they are treated fairly. The chair is responsible for ensuring that regulations and procedures are followed, that the examination is conducted at the appropriate level for the award, and for the overall conduct of the examination. They must provide accurate information about regulations, maintain a permanent record of the proceedings, and withdraw from the examination before the examiners deliberate on the outcome. The chair must also have no prior involvement with the PGR to maintain independence.","The independent chair ensures procedural fairness, documents the examination process, monitors the PGR's wellbeing, and oversees the process until the award is issued, returning paperwork to PGRAs post-viva.",1.0,0.9919581511170491,0.6
What is the Concordat to Support Research Integrity?,"['should be continually revised and updated as necessary. Practical guidance can be found here: Research Data Management: RDM LibGuide . All PGRs are required to complete the following Ethics e -module(s): •Becoming an Ethical Researcher •Research Ethics in Practice. For details on how to access the e -learning modules, please visit Brightspace. 6.3 RESEARCH INTEGRITY PGRs are required to familiarise themselves with the Concordat to Support Research Integrity . The Concordat provides a framework in which to conduct research and adopting these standards allows others to have trust and confidence in the methods used and in the findings that result', 'Management guide . 6.7 RESEARCH MISCONDUCT AND ACADEMIC OFFENCES PGRs have a general obligation to preserve and protect the integrity of research at BU. Advice on concerns about research integrity and allegations of misconduct in research are dealt with under the 6M Research Misconduct Policy and Procedure . Research misconduct includes (but is not limited to): i. fabrication : making up results or other outputs and presenting them as though they were real; ii. falsification : manipulating research processes or changing or omitting data without proper cause; iii. piracy : the deliberate exploitation of ideas from others without proper acknowledgement;', ""to have trust and confidence in the methods used and in the findings that result from this. PGR’s responsibilities as a 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 25 researcher are as outlined on the research governance & integrity website . To meet the professional standards expected from our researchers, PGRs should apply the five core elements of research integrity - see 'maintaining the highest standards of research integrity '. 6.4 DATA PROTECTION LEGISLATION The Data Protection Legislation regulates the use of personal data and sets requirements for protecting it. IT seeks to balance"", 'review process. Further information can be found on the Research Governance & Integrity website (Clinical Governance). The RECP applies to all staff and students undertaking research at BU and includes details on researcher and Supervisor responsibilities regarding research ethics as well as guidance on informed consent. Additionally, the RECP details the research ethics review process, appeals process and non -compliance/misconduct measures. Failure to conduct research in accordance with the RECP may result in the loss of funding support, withdrawal or failure of degree awards, personal disciplinary or legal action taken against the PGR, supervisors or the University, and actions may', 'common principles on data policy provide an overarching framework for individual Research Council policies on data policy and includes a commitment to make publicly funded research data … “openly available with as few restrictions as possible in a timely and responsible manner …” The BU Research Data Policy provides a framework through which all BU researchers can fulfil both the UKRI principles and any specific requirements of funders regarding access to research data, and comply with legal requirements and ethical principles which apply to management of their research data. All BU research data must be managed to the highest practicable']","The Concordat to Support Research Integrity is a framework that establishes standards for conducting research, ensuring that researchers adhere to ethical practices that build trust and confidence in the methods and findings of their research. PGRs (Postgraduate Researchers) are required to familiarize themselves with it as part of their obligation to maintain research integrity at BU (Bournemouth University).","The Concordat ensures researchers maintain integrity, transparency, and accountability, supported by workshops in the Doctoral College’s development programme, though part-time students may find engagement challenging.",0.8333333333333334,0.9258681587899358,0.3333333333333333
What happens if a supervisor leaves during a PGR’s study?,"['SUPERVISOR If a supervisor leaves the University, or is absent for a significant period (i.e., more than one term), it is the responsibility of the faculty to ensure alternative and appropriate supervisory team arrangements are put in place for the PGR. Changes to supervision may also occur because of a change in the direction of the project or other reasons. Requests for changes to supervisors should be made to the faculty. It should be noted that there may be some circumstances where a supervisor is intrinsically linked to a specific project and cannot be removed from the supervisory team. 4.5', 'draft of the thesis •ensure the PGR is made aware, in writing, of inadequate progress or low standards of work •recommend to the FRDC when procedures for lack of progress of study should be initiated •report in writing to the FRDC on the PGR’s progress as required by the faculty within the Annual Review. It is essential the PGR is involved in this process and supervisory team will be expected to review and comment on all such progress reports. 4.4 DEPARTURE AND ABSENCE OF A SUPERVISOR If a supervisor leaves the University, or is absent for a significant period (i.e.,', 'The principles governing lack of progression will also apply if the PGR fails to engage with their programme of study and/or maintain contact with their supervisory team. Full-time PGRs are expected to engage with their supervisory team at least once every month and record the engagement on ProGRess. Responsibility for ensuring this is actioned lies with the supervisory team. Engagement may include meeting (can be virtual) with one or more of the supervisory team, completion of a key milestone, or completion of any mandatory training (see Section 6.5). This is particularly important in relation to the monitoring attendance of PGRs', 'These include examples such as: • Sick leave • Annual leave • Parental leave • Paid employment • Changes to enrolment, including changes of programme of study, or withdrawal • Interruption to study • Extension to study 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 13 PGRs, and supervisors, can seek general advice from the Doctoral College PGRA in each faculty. Expert advice can be requested from the Immigration Compliance Team by emailing immigration@bournemouth.ac.uk In addition, PGRs studying on a student visa are expected to remain in regular contact with their supervisory team, or PGRAs,', 'soon as possible. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 15 If the absence is for more than seven days, the PGR should, provide a medical certificate. If the absence is for an extended period, the PGR may, in consultation with their supervisory team, interrupt their enrolment. A PGR, who is on sick leave, should not normally undertake research activities or be present on campus. PGRs studying on a student visa should be advised that any period of sick leave may have implications on their student visa, and should email immigration@bournemouth.ac.uk immediately for advice.']","If a supervisor leaves the University or is absent for a significant period, it is the responsibility of the faculty to ensure that alternative and appropriate supervisory arrangements are established for the PGR. Changes to supervision may occur due to various reasons, and requests for changes should be made to the faculty. In some cases, a supervisor may be intrinsically linked to a specific project and cannot be removed from the supervisory team.","The faculty must appoint a replacement supervisor to ensure continuity of guidance, though challenges may arise in finding a willing supervisor, and PGRAs may not be informed promptly of the change.",1.0,0.0,0.6666666666666666
What are the possible outcomes of a viva voce examination?,"['the examination will be declared null and void without prejudice and will be rescheduled as soon as possible. o If the difficulties are experienced at end of the viva voce , the chair will ask the examiners whether they can reach an outcome based on the discussions so far. If they are satisfied, they can reach an outcome, this will be communicated with the PGR. If they cannot, the examination will be declared null and void without prejudice and will be rescheduled as soon as possible. o If at any point during the viva voce, the PGR, examiners, or the', 'Outcome of Online Viva Voce Examination 4.1 At the end of the examination, all participants should confirm that the online examination had no substantive bearing on the examination process. The Doctoral College August 2022 Owner: Effective date: 4.2 Examiners will be invited to comment on the conduct of the online examination as part of their final report and recommendation using the Examiners’ Joint Recommendations report form. 4.3 Appeals will be conducted under BU’s standard procedures. 5 PGR Wellbeing 5.1 A viva voce examination can be stressful at the best of times. Where PGRs are isolated and are supported by their', 'The viva voce examination will normally be held online, in line with the guidelines, with the following persons present: •PGR •Independent chair •External examiner(s) •Internal examiner •Supervisor(s) may also attend. The faculty may give approval for the examination to take place in person. Under normal circumstances the viva voce examination will not be recorded. The PGR will be required to withdraw from the proceedings in the company of their supervisor(s) (if present), whilst the outcome is deliberated. On return, the PGR will be informed verbally by the independent chair, or examiners, of the examiners’ recommendations for the outcome of the', 'examination. On the day of the examination, the examiners will be provided with an opportunity to discuss their preliminary reports prior to the viva voce examination. 12.3.3. Viva Voce Examination PGRs should be aware the viva voce examination will normally take place within a reasonable timescale after submission of the thesis; however, this will normally take place within 3 months of submission. The length of the viva voce examination is at the discretion of the examiners but will normally take between 2 and 3 hours. The viva voce examination will normally be held online, in line with the guidelines, with', 'possible. o If at any point during the viva voce, the PGR, examiners, or the chair loses connection, the examination will be paused until all parties are present. The pausing of the examination for this reason will not itself be the ground for an appeal against the procedural irregularity. • Viva voce examinations carried out by video link will not be recorded. 2.2 Time differences • Any time differences between locations must be taken into account to ensure the PGR is not disadvantaged by the examination taking place at an inappropriate time of day or night. 3 Online Viva Etiquette']","The possible outcomes of a viva voce examination are:

1. The examiners can reach a satisfactory outcome based on the discussions during the examination, which will be communicated to the PGR.
2. If the examiners cannot reach a satisfactory outcome, the examination will be declared null and void without prejudice and will be rescheduled as soon as possible.","Outcomes include passing with no corrections, requiring minor or major corrections, resubmission, awarding a lower degree, or failure, with resubmission or lower awards often leading to a protracted and stressful process.",1.0,0.9999999999999988,1.0
What are the progression milestones for an MPhil?,"['assessing the research at the appropriate level. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 36 9.3 MPHIL DEGREE TIMELINE The key stages and expected timeline for an MPhil research degree are outlined below: 9.4 MPHIL PROGRESSION The progression for an MPhil is closely aligned to those of a higher -level research degree and will include: •the Probationary Review - PGRs are required to submit their Probationary Review document on ProGRess by 3 months (full -time study) or 6 months (part -time study) – see Section 10.4 •the Annual Review – PGRs are required to', 'DEGREE TIMELINE ................................ ................................ ................................ ................................ ................... 36 9.4 MPHIL PROGRESSION ................................ ................................ ................................ ................................ ........................... 36 9.5 MPHIL TO PHD TRANSFER ................................ ................................ ................................ ................................ .................. 37 9.6 SUBMISSION & EXAMINATION OF AN MPHIL THESIS ................................ ................................ .............................. 37 9.7 MPHIL CONTINUATION STATUS ................................ ................................ ................................ ................................ ....... 37 10 PHD PROGRESSION ................................ ................................ ................................ ................................ ..................... 38 10.1 PHD SUMMARY ................................ ................................ ................................ ................................ ................................ ........ 38 10.2 PHD LEARNING OUTCOMES ................................ ................................ ................................ ................................ ............... 38 10.3 PHD TIMELINE ................................ ................................ ................................ ................................ ................................ ......... 39 10.4 PROBATIONARY REVIEW ................................ ................................ ................................ ................................ ...................... 39 10.4.1. Background', 'set out in Section 5.1.1. 9.7 MPHIL CONTINUATION STATUS PGRs enrolled on an MPhil will be automatically transferred to Continuation Status after 18 months full -time enrolment or 36 months of part-time study. Any period of interrupted study taken within the normal period of enrolment will be taken into account and the commencement of Continuation Status will be delayed accordingly. Continuation Status fees will be £600 for the 12-month period followed by a return to full fees, if the thesis has not been submitted. Other aspects of Continuation Status align to those in place for PGRs enrolled on a PhD', '(depending on the discipline and nature of thesis format). PGRs enrolled on an MPhil should refer throughout to the CoP, however, the following section draws together the relevant information. 9.2 MPHIL LEARNING OUTCOMES The MPhil learning outcomes reflect the descriptors for a higher education qualification at Level 7: Master’s Degree as set out in the Framework for Higher Education Qualifications. MPhil degrees are awarded to students who have demonstrated: • a comprehensive understanding of knowledge, and a critical awareness of current problems and/or new insights, much of which is at, or informed by, the forefront of their academic discipline, field', 'The progression for an MRes is closely aligned to those of a higher -level research degree and will include: •the Probationary Review - PGRs are required to submit their Probationary Review document on ProGRess by 3 months (full -time study) or 6 months (part -time study) – see Section 10.4 •the Annual Review – PGRs are required to submit their Annual Review by 1 June annually – see Section 10.5. Enrolment & Induction (Day 1) Section 7.2 Probationary Review (+ 3 months FT/ 6 months PT) Section 10.4 Intention to submit thesis (~2 months before Submission) Section 12.1.1 Annual Review']","The progression milestones for an MPhil include:

1. **Probationary Review:** Submission of the Probationary Review document within 3 months for full-time study or 6 months for part-time study.
2. **Annual Review:** Requirement to submit the Annual Review by June 1 annually.
3. **Continuation Status:** Automatic transfer to Continuation Status after 18 months of full-time enrollment or 36 months of part-time study, considering any interrupted periods.","Key milestones include a probationary review within 3 months, annual reviews to monitor progress, and thesis submission within 18 months (full-time), with the option to transfer to a PhD at 18 months if approved.",1.0,0.9999999999999994,0.75
What must a PGR submit for a PhD by Publication?,"['and advice on the PhD by Publication It is important that those undertaking a PhD by Publication understand that this is a retrospective award in which the published or creative work should be in the public domain prior to enrolment. If there is no portfolio of published work, members of staff may wish to consider undertaking a PhD by Integrated Thesis (see Section 10.9). It sets out the regulations and arrangements in place for the PhD by Publication. It is the intention in all aspects of these arrangements that, where appropriate, the procedures relating to the PhD by Publication mirror', 'for a PhD by Publication will be required to submit an initial prima facie stage prior to formal enrolment on the programme on the PhD by Publication – Prima Facie Case form, available from the PGRA. The objective of this is to enable a preliminary judgement to be made as to the quality and coherence of the published or creative works to be submitted for assessment, and consequently the likelihood of a submission which will meet the criteria for an award. Following the initial discussion with the DD(R), and with the guidance of their advisor, PGRs should make a prima', 'PhD by Publication should include a series of published or creative works and a supporting and overarching synthesis, which draws the publications together and critically appraises them. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 61 The published or creative works and the supporting synthesis should be of a standard equivalent to that of a ‘traditional’ PhD in the relevant academic area and should demonstrate the PGR’s original contribution to knowledge. The synthesis, of up to 20,000 words, should demonstrate that the published or creative works contain unifying themes and comprise a coherent body of', 'a PhD by Publication should reflect those in place for ‘traditional’ PhDs. The publications/creative work is, by definition, already published and in the public domain, therefore examiners are only able to ask for modifications to the accompanying synthesis. As with all research degree viva voce examinations, examiners need to be satisfied with the PGR’s defence. As such, the recommendations available to the examiners are set out in Section 12.4. 11.6.10. Fees Full-time members of BU staff will receive a full fee-waiver when undertaking a PhD by Publication subject to faculty approval. Should the staff member leave BU before submission, they', 'by Publication. The maximum period of enrolment following the prima facie stage is 12 months although it expected that many PGRs will be able to submit after 6 months. Should a PGR registered for a PhD by Publication leave BU before submission, they will continue to receive appropriate support, but they will be liable for payment of fees. 11.6.4. Academic Support PGRs for a PhD by Publication will require support and guidance on compiling the published or creative works to be submitted and writing the supporting document that critically appraises these. As such, all staff registering for a PhD by']","A PGR must submit a portfolio of published or creative works and a supporting synthesis that critically appraises and unifies these works. The synthesis should be of up to 20,000 words and demonstrate the PGR's original contribution to knowledge. Additionally, a prima facie stage form must be submitted prior to formal enrollment for preliminary assessment.",A PhD by Publication requires submitting a collection of peer-reviewed works and a comprehensive synthesis document explaining their coherence and original contribution to knowledge.,1.0,0.8916860650173323,1.0
What is required for a practice-led research degree submission?,"['methods appropriate to the chosen field, has presented and defended a practical element and accompanying exegesis, by viva voce examination, to the satisfaction of the examiners. The fundamental principle of a practice -led research degree is the same as that of other research degrees and so a PGR for a practice -led research degree must also follow this CoP. However, the nature of the practice -led research may require flexibility in the approach to monitoring, progression and examination. The academic standards required at each level are stated in the National Qualification Descriptors for Master’s (M) Level and Doctoral (D) Level', 'achieved the intentions of the research programme and in doing so has made a substantial original contribution to the discipline. In the case of the practice -led research degree, the new knowledge is represented or embodied within the practical work and its accompanying exegesis. The assessment will include independent examination of the “thesis” followed by a viva voce examination. The requirement for comparability of standards presents different challenges to the examiners and in the case of the practice -led research degree the examiners’ main tasks are to ensure that the work has the following attributes: • it represents the PGR’s', 'same procedure. In addition, the examining team of a practice -led research degree should normally have prior experience of similar works and may also include an active practitioner or professional who is not an academic. The role of the examiners must follow the standard guidance. As with other research degrees, the assessed work should demonstrate an independent and original contribution to knowledge and an understanding of relevant research methods. The purpose of the practical element is to provide a coherent demonstration that the PGR has achieved the intentions of the research programme and in doing so has made a substantial', 'the work submitted for the degree, which will include the creative work itself (or its adequate documentation) and a written text. Such creative work may be in any field within the competence of the staff, and commensurate with the mission statement, of the University."" (University of Arts) The full submission for the practice -led MRes, MPhil or PhD should include the practical element and a supporting exegesis. Together, the practical element and exegesis should be of a standard equivalent to that of a conventional PhD (or MPhil or MRes) in the relevant academic area. A full appreciation of the originality', 'The documentation must be in permanent form and shall be to a standard whereby a future researcher may recognise the new knowledge represented or embodied within the portfolio, as determined by the examiners. 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 53 10.10.7. Assessment Assessment of a practice -led research degree should align with the same standard as those that operate for other research degrees. Appointment of examiners must meet the standard eligibility requirements and will be approved following the same procedure. In addition, the examining team of a practice -led research degree should normally']","A submission for a practice-led research degree must include a practical element and a supporting exegesis. Together, these components should meet the academic standards equivalent to those of a conventional PhD, MPhil, or MRes in the relevant field. The practical work must demonstrate a substantial original contribution to the discipline and should be documented in a permanent form that allows future researchers to recognize the new knowledge embodied within it. Additionally, the submission will be assessed through an independent examination of the thesis followed by a viva voce examination.","Submissions include practical elements (e.g., performances, designs), a detailed exegesis contextualizing the work, and comprehensive supporting documentation to demonstrate both practical excellence and theoretical underpinning.",1.0,0.9827150933828106,1.0
What is the process for ratifying a PGR’s award?,"['is ratified. PGRs should use this time to ensure they save any information and inform key contacts of their new correspondence details. 12.9 GRADUATION Graduation is the final process of conferment of the award of the University. PGRs will receive an invitation to attend the Graduation Ceremony in the year after their award has been ratified and they have received their award letter. Communication regarding graduation will be via the PGR’s student email. If the PGR does not wish to attend the ceremony, they should register to graduate in absentia and their certificate will be issued after the ceremonies. In', 'by the DD(R) or nominee. The award will be ratified by the Doctoral College when all documentation has been received and an award letter issued once the final thesis has been submitted to the library. Within one month of the examiners signing and returning the Certificate of Corrections, the PGR must submit their final thesis to the University, see Section 12.7. No award will be ratified, or award letter issued, until this is complete. If the examiner(s) confirm that the required changes have not been carried out to their satisfaction, they may offer the PGR a further opportunity to address', 'University. The award is ratified by the Doctoral College, reported to the University’s Research Degree Committee, and confirmed in a formal award letter from the Heads of the Doctoral College on behalf of the University. No award will be confirmed until the PGR has submitted the final electronic copy of their thesis to the University Library, which should take place within one month of confirmation of approval of corrections or amendments by Examiners. PGRs’ staff accounts will be closed 10 working days after the award is ratified. PGRs should use this time to ensure they save any information and inform', '12.4.2 Ratification of Award Section 12.8 Final thesis submitted to Library Section 12.7 Conferment & Graduation (+ 48 months FT/84 months PT) Section 12.8 & 12.9 10.4 PROBATIONARY REVIEW 10.4.1. Background The Probationary Review is an important early milestone to be informed by the PGR’s initial research activities. Its primary purpose is to ascertain that the PGR and their research project show that they have the potential to successfully work towards the learning outcomes which will ultimately be required to meet the appropriate level (MRes, MPhil, Doctoral level). Enrolment & Induction (Day 1) Section 7.2 8A Code of Practice for', 'for consideration, and if appropriate ratification, and reported to the PGR, and, via minutes, to the university’s RDC. Continuation is dependent on successful completion of this stage. Failure may result in withdrawal due to lack of progress. In the exceptional circumstance that the panel considers the PGR has still not met the required standard, the PGR will either be transferred to an MPhil (subject to conforming to current UK student visa regulations) or be withdrawn, due to lack of progress. PGR progression will be reported, via ProGRess, to the FRDC. Those on Professiona l Doctorates , or oth er non-standa']","The process for ratifying a PGR’s award involves the following steps:

1. Submission of the final thesis to the University Library within one month of the examiners signing and returning the Certificate of Corrections.
2. The award is ratified by the Doctoral College after all necessary documentation has been received.
3. Confirmation is reported to the University’s Research Degree Committee.
4. The PGR will then receive an award letter upon successful completion of these steps.
5. If the examiners find that required changes have not been satisfactorily addressed, the PGR may be given another opportunity to make corrections before ratification occurs. 

Communication regarding graduation will take place via the PGR’s student email following ratification.","The award is ratified by the Doctoral College after the final thesis and Deposit of Thesis form are submitted to the library, with potential delays in library review for copyright checks, especially around graduation deadlines.",1.0,0.9785653751504482,0.5
What are the guidelines for restricting access to a thesis?,"['regulations before the thesis can be made available digitally. The relevant Faculty Library Team are able to advise on this and more information about using library resources, copyright, Open Access and submitting your thesis can be found on the PGR library guide: http://libguides.bournemouth.ac.uk/PGRsupport . •a completed Deposit of and Access to a Thesis form, confirming the thesis has been deposited with the University Library and specifying whether or not access to the electronic version of the thesis is restricted for a limited two -year period and also whether any copyright restrictions apply. These should be submitted directly to your Faculty', 'application to be lodged or to protect commercially or politically sensitive material. Theses may not be protected in this way to protect research leads or publishing of the content elsewhere. Any requests for restricted access should be made on the Deposit of and Access to a Thesis form at the time of submission to the University Library. 12.8 RATIFICATION OF THE AWARD On achievement of the standards required for an award, the examination team recommend the award, in line with the assessment regulations, to the University. The award is ratified by the Doctoral College, reported to the University’s Research Degree', 'included. It should include: •a PDF version (for uploading to the BURO and EThOS) •any supplementary data required for assessment. Datasets should be supported by good accompanying documentation which is appropriate to the subject discipline. 12.7.4. Restricted Access In cases of confidentiality, and with the agreement of the faculty Executive Dean, the thesis may be held by the University on restricted access (available only to those who were directly involved in the project) for a period not exceeding 2 years from conferment (i.e., the date of the award letter). Restriction may be extended to a maximum of 5 years commencing', ""for Research Degrees 202 4-25 Policy, Procedure and Guidelines 49 • PGRs must complete section B of the Deposit of and Access to a Thesis Form with full details of any publication style material included in the thesis. If any material within the thesis is not to be made available via Open Access on BURO the signed consent of the faculty Executive Dean will be required in Section C of the form. The Library will liaise with the PGR about the appropriate manner in which published works can be integrated into the thesis following the Library's guidance . 10.10 PRACTICE"", 'published and in the public domain, examiners are able to ask for modifications or more detailed analysis to be included in the accompanying supporting material and any unpublished papers. 10.9.6. Presentation of the Final Thesis Please note that, due to copyright restrictions, the digital copy of the final version of the thesis must not contain publishers’ versions of articles. The process of submitting an integrated thesis follows the same steps as described in Section 12.1, with the additional steps outlined below: 8A Code of Practice for Research Degrees 202 4-25 Policy, Procedure and Guidelines 49 • PGRs must complete section']","Guidelines for restricting access to a thesis include:

1. **Restricted Access Duration**: A thesis may be held on restricted access for a period not exceeding 2 years from the date of the award letter, with possible extension to a maximum of 5 years, subject to the agreement of the faculty Executive Dean.

2. **Submission Requirements**: Requests for restricted access must be made using the Deposit of and Access to a Thesis form at the time of submission to the University Library.

3. **Confidentiality**: Restricted access can only apply in cases of confidentiality, and access will only be available to those directly involved in the project.

4. **Completion of the Form**: PGRs must complete section B of the Deposit of and Access to a Thesis form with details about any materials or publication style content included, and obtain the Executive Dean's signed consent if some material is not to be made available via Open Access. 

5. **Integration Guidance**: The Library will assist in determining the appropriate manner of integrating published works into the thesis based on the requirements.

These guidelines ensure that access to sensitive or confidential material is appropriately restricted while still allowing for academic integrity and compliance with copyright laws.","Theses can be restricted for up to 2 years for IP protection or confidentiality, extendable to 5 years, requiring approval from the Faculty Dean, which can delay the process depending on their availability.",0.9230769230769231,1.0000000000000007,0.5
